adm0_name,iso3,x,y,published,sources,info
Saint Kitts and Nevis,KNA,-62.765706,17.33978,2020-03-31,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Gov.uk,Flights to St. Kitts and Nevis are suspended until 7 April 2020. Persons coming from or who have transited China will be subject to screening at the port of entry and may be detained and taken to a health facility for quarantine or have movement restricted if they are found to be symptomatic upon completion of a health screening. internal restrictions: From 28 March a night time curfew (7.00 pm – 5.00 am) is in effect. All non-essential businesses are now closed and those in the country are advised to stay at home.
Singapore,SGP,103.810539,1.357382,2020-03-31,https://sg.usembassy.gov/u-s-citizen-services/covid-19-information/ https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"1. Passengers traveling as short-term visitors are not allowed to transit or enter Singapore. -This does not apply to returning residents of Singapore (Singapore Citizens, Permanent Residents or Long-Term Pass Holders(including holders of Work Pass, Student's Pass, Dependant's Pass, and Long-Term Visit Pass)). If they have been in Hubei Province (China People's Rep.) within the last 14 days, they will be quarantined for 14 days upon entry into Singapore. For others, they will be issued a 14-day Stay-Home-Notice (SHN) upon entry into Singapore. - This does not apply to passengers with a letter titled ""WAIVER OF RESTRICTION ON SHORT-TERM VISITORS FROM ENTRY INTO SINGAPORE BASED ON MEDICAL GROUNDS"" issued by the Singapore Ministry of Health. The waiver must be valid for 14 days from the date of approval and is valid for one time use only. Those passengers are still subject to the Immigration and Checkpoints Authority (ICA) 's prevailing entry requirements and screening at the checkpoints. 2. Long-Term Visit Pass (issued by Immigration and Checkpoints Authority) holders and Long-Term Visit Pass In-Principle Approval (issued by Immigration and Checkpoints Authority) holders, will only be allowed entry if they have an Approval Letter of Entry (ALE) from Immigration and Checkpoints Authority (ICA). 3. All Student's Pass holders and Student's Pass In-Principle Approval holders, will only be allowed entry if they have an Approved Letter for Entry (ALE) from the Ministry of Education (MOE). 4. New and existing work pass holders are only allowed to enter Singapore with the Ministry of Manpower's (MOM) prior approval. They are required to show the MOM's approval letter to airline staff upon check-in and before boarding, as well as to the Immigration & Checkpoint Authority (ICA) officers at the immigration checkpoint upon their arrival in Singapore. 5. Short-term visitors with an Approval Letter of Entry (ALE) from either Immigration and Checkpoints Authority (ICA), or the Ministry of Health (MOH), will not be subjected to the above restrictions. However, they may still be subjected to the prevailing health screening requirements upon arriving at a Singapore airport. Possession of an Approval Letter of Entry (ALE) does not guarantee the issuance of a Visit Pass to enter Singapore. 6. All travellers entering Singapore, including Singapore Citizens, Permanent Residents and Long-Term Pass (LTP) holders, must submit a health declaration before proceeding with immigration clearance. They will have to do so via the SG Arrival Card (SGAC) e-Service, at https://eservices.ica.gov.sg/sgarrivalcard or the mobile application that can be downloaded for free from Apple AppStore and Google Play. 7. Airlines are requested to inform passengers at the various touchpoints (e.g. at check-in and before boarding at point of departure, in-flight) to submit their health declaration via the SGAC e-Service prior to their arrival in Singapore. 8. The paper-based embarkation/disembarkation card will be discontinued. As such, all airlines operating into Singapore can stop distributing these cards for all flights with scheduled time of arrival (STA) into Singapore on or after 27 March 2020, 0900 hours."
Somalia,SOM,46.204698,4.409471,2020-03-31,UNHAS,"Internal flights in Somalia have been suspended indefinitely,. UNHAS is currently required to submit daily requests in order to operate cargo flights."
Thailand,THA,101.020295,15.130893,2020-03-31,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://th.usembassy.gov/covid-19-information/ https://thethaiger.com/coronavirus/phuket-airport-to-ban-flights-april-10-30-over-virus-fears,"1. Passengers are not allowed to enter Thailand. - This does not apply to nationals of Thailand. - This does not apply to airline crew with pre-existing schedules. - This does not apply to diplomats and their family members. - This does not apply to passengers with a work permit. - This does not apply to passengers with a waiver from PM or PIC of State of Emergency. 2. Passengers must have the ‘fit-to-fly' health certificate to transit Thailand. The transit time must not be more than 24 hours. 3. Nationals of Thailand and those who can enter Thailand must have a letter from the Embassy with the ‘fit-to-fly' health certificate. Upon arrival in Thailand the traveler will be given a “T-8 questionnaire” which they must fill out. The document requires personal information and the traveler’s location during their stay in the Kingdom of Thailand. All passengers will go through a thermal scanner and then must proceed to Health Control. At Health Control, authorities will measure passenger’s temperature and ask them questions based on their T-8 questionnaire (e.g. travel history, health concerns, etc.) The whole process should take approximately 5 minutes. Phuket airport to ban flights from April 10 until at least April 30 (Media, 30.03.2020) Internal restrictions: In response to the impact of coronavirus the Thai authorities have introduced measures that place restrictions on public gatherings. All malls in Bangkok are closed from 22 March – 30 April. Supermarkets, pharmacies, sections in malls selling foodstuffs and restaurants offering takeaway service remain open. Following the announcement of an emergency decree on 25 March, over 357 checkpoints have been set up across the country to check local and international travellers for symptoms. Whilst interprovincial travel is still allowed, the measure aims to discourage people from doing so. Travellers in Thailand are required to carry their ID and have their temperature checked."
Timor-Leste,TLS,125.945119,-8.797487,2020-03-31,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,"Internal restrictions: A state of emergency has been imposed on the entire national territory from 28 March until 26 April. Lockdown in the country until at least 19 April. Face-to-face school activities are suspended. Education and vocational training establishments are closed. Meetings or demonstrations involving more than five people and any social, cultural, religious celebrations and sporting events are prohibited. Collective passenger transport suspended."
Viet Nam,VNM,105.802499,10.096431,2020-03-31,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm Reuters Gov.uk,"Vietnam to suspend all inbound flights for COVID-19 control (Xinhua, 29.03.2020) 1. Passengers are not allowed to enter Viet Nam. - This does not apply to nationals of Viet Nam. - This does not apply to passengers for diplomatic or official duty. They will be subject to mandatory medical declaration and self-isolation. - This does not apply to passengers who are experts, business managers or highly skilled workers. They will be subject to mandatory medical declaration and self-isolation. 2. For transportation of nationals of Vietnam returning to Vietnam, airlines must contact the Vietnamese Diplomatic Representative agency in the local country in advance. Noi Bai International Airport (HAN) is temporarily suspending all flights. 3. All passengers will be placed on quarantine at a designated facility for 14 days upon arrival. 4. All visa issuances are suspended. 5. All passengers must fill out a quarantine form prior to arrival. 6. Passengers who travel for diplomatic or official purpose will undergo a medical examination at the border before allowed to enter Viet Nam. 7. Nationals of Italy and Korea (Rep.) with a normal passport are no longer visa exempt. 8. Nationals of Denmark, Finland, France, Germany, Norway, Spain, Sweden and passengers with a British passport are no longer visa exempt. 9. Passengers with a Certificate of Visa Exemption issued by Viet Nam are no longer visa exempt if they reside in China (People's Rep.), Denmark, Finland, France, Germany, Iran, Italy, Korea (Rep.), Norway, Spain, Sweden or United Kingdom. 10. Nationals of Belarus, Japan and Russian Fed. with a normal passport are no longer visa exempt. 11. Passengers with a Certificate of Visa Exemption issued by Viet Nam are no longer visa exempt if they are nationals of Belarus, Japan or Russian Fed. with a normal passport. Internal restrictions: The authorities announced on 27 March the following measures, starting 28 March until further notice: Cancellation of all religious events, conferences and events involving more than 20 people. Closure of non-essential businesses except for food and medical services nationwide. Prime Minister Nguyen Xuan Phuc on Monday ordered the suspension to public transport services to curb the spread of the coronavirus. Phuc also called for a limit on the use of private vehicles and encouraged state officials to work from home. (Reuters, 30.03.2020)"
Austria,AUT,14.141702,47.58705,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://at.usembassy.gov/covid-19-information-february-25-2020/,"Innsbruck Airport is closed until further notice. (Media, 28.03.2020) 1. Passengers not arriving from Austria, Belgium, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Slovakia, Slovenia, Spain, Sweden or Switzerland are not allowed to enter Austria. - This does not apply to nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden and Switzerland. - This does not apply to passengers with a British passport. - This does not apply to residents of Austria. - This does not apply to passengers with a D visa issued by Austria. - This does not apply to passengers with a medical certificate dated from a maximum of 4 days before their arrival in Austria. The medical certificate must confirm that the person is not affected by Coronavirus (COVID-19), and be in German or in English. - This does not apply to: a. passengers traveling on diplomatic missions and their family members if living in the same household, and b. employees of international organisations and their family members if living in the same household, and c. humanitarian workers, and d. healthcare professionals, and e. transport personnel including crew engaged in transport of goods, and f. crew members of cargo, emergency, rescue/ambulance or ferry flights. 2. Nationals of Austria must go into self-quarantine for a period of 14 days upon arrival. 3. Residents of Austria and passengers with a D visa issued by Austria must go into self-quarantine for a period of 14 days upon arrival. All passenger rail services to/from Italy, Czech Republic, Slovakia, and Switzerland have been suspended until further notice. Measures have been extended until April 13. internal restrictions: The government ordered the closure of all non-essential shops, bars and restaurants from 15.00 (local time) - except supermarkets, banks, petrol stations and pharmacies - as well as schools and universities from 16 March."
Bahamas,BHS,-78.051117,24.695466,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening,"Bahamas borders are closed until 15 April 2020. - This does not apply to repatriation flights of foreign nationals from the Bahamas. (IATA 30.03.2020) 1. Passengers are not allowed to enter the Bahamas. - This does not apply to nationals of the Bahamas. - This does not apply to residents of the Bahamas. 2. Residents of the Bahamas who have been in China (People's Rep.), Europe, Iran, Italy, Korea (Rep.) or United Kingdom will be subject to immediate quarantine for a maximum of 14 days. Outbound restrictions: There are currently no known restrictions on individuals seeking to depart the country. Conditions and internal restrictions: Overnight curfew from 21.00 to 05.00 in effect from 20-31 March. State of emergency in effect."
Belarus,BLR,28.0494,53.541933,2020-03-30,International SOS,"International restrictions: Chinese citizens and travellers who have been to China in the 14 days prior to arrival will have to go through health checks and fill in questionnaires at border checkpoints and the capital’s airport. Travellers from China, Iran, South Korea, Italy or other countries where the virus is active will undergo a full laboratory examination upon arrival. Increased screening measures have been introduced at Minsk International Airport (MSQ). Passengers with flu-like symptoms will be isolated for further medical monitoring. On 25 March, Belarus instituted a mandatory 14-day self-quarantine requirement for persons entering Belarus from countries where the COVID-19 virus is actively circulating. Neighbouring countries (Latvia, Lithuania, Poland, Russia and Ukraine) have closed their land borders to foreigners with limited exceptions for cargo transport and diplomatic travelers."
Bonaire,BES,-68.308064,12.226704,2020-03-30,https://www.iata.org/contentassets/68dfbda40c5c4f5bb0a5fb6907ab71dd/bonaire-ncov-measures.pdf https://cw.usconsulate.gov/news-events/covid-19-information/ SOS International,"All travellers, including residents are not allowed to enter Bonaire, St. Eustatius and Saba. This does not apply to medical staff and patients who are transferred in the interest of public health on Bonaire, St. Eustatius and Saba. Those who have been to areas of significant infection are asked to contact the Public Health Department at +599 416 3311, extension 314 and 315. Authorities have placed an indefinite ban on flights from Asia and Europe. Outbound restrictions: There are currently no known restrictions on individuals seeking to depart the country."
Bosnia and Herzegovina,BIH,17.785036,44.168219,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://ba.usembassy.gov/covid-19-information/,"Passengers are not allowed to enter Bosnia and Herzegovina. - This does not apply to nationals and residents of Bosnia and Herzegovina. - This does not apply to diplomatic and consular staff accredited in Bosnia and Herzegovina. - This does not apply to civil servants coming for employment. - This does not apply to passengers in need of emergency medical treatment. - This does not apply to cross-border workers. - This does not apply to civilian protection services and teams. - This does not apply to military forces of the NATO and other states participating in the partnership for Peace and of NATO and EUFOR headquarters in Bosnia and Herzegovina. - This does not apply to heads of state and members of their delegations whose arrival and departure has been announced by the competent authority. - This does not apply to passengers in transit to return to the country of residence. - This does not apply to passengers with a special permit to stay or transit in Bosnia and Herzegovina. Returning citizens and foreign citizens with permanent residence must undergo self-quarantine for 14 days. These measures will involve direct medical surveillance as well as mandatory daily reporting. Sarajevo Airport remains open, but flights are very limited. However, from 30 March at 06.00 (local time), international airports including Sarajevo Airport, Mostar Airport, Banja Luka Airport and Tuzla Airport will be temporarily closed until further notice. Exceptions include few and rare categories of passengers such as EUFOR and NATO. Humanitarian and cargo flights will continue to operate normally. The land border with Serbia is closed. Internal restrictions: Curfew in the Federation entity of BiH (including Sarajevo) from 1800 to 0500 from 22 March in addition to an existing curfew that those under the age of 18 and over the age of 65 must stay in their homes until 31 March; and a 2000 to 0500 curfew for all in the Republika Srpska entity, with a 24 hour curfew for those over the age of 65. On 16 March a state of emergency was declared. All schools as well as restaurants, cafes, and other non-essential public spaces are closed and public gatherings banned until 31 March."
Botswana,BWA,23.813802,-22.188101,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://bw.usembassy.gov/covid-19-information/,"1. Passengers arriving from Austria, Belgium, China (People's Rep.), Denmark, France, Germany, India, Iran, Italy, Japan, Korea (Rep.), Netherlands, Norway, Spain, Sweden, Switzerland, USA or United Kingdom are not allowed to enter Botswana. - This does not apply to nationals of Botswana. - This does not apply to passengers who reside in Botswana. 2. Nationals and residents of Botswana will be quarantined for 14 days. 3. Passengers can no longer obtain a visa on arrival in Botswana.. 4. Visas issued to nationals of Austria, Belgium, China (People's Rep.), Denmark, France, Germany, India, Iran, Italy, Japan, Korea (Rep.), Netherlands, Norway, Spain, Sweden, Switzerland or USA are invalidated. 5. Visas issued to passengers with a British passport with nationality ""British Citizen"" are invalidated. Questions about visas and crossing can be directed to Zambian immigration authorities at support@zambiaimmigration.gov.zm and www.zambiaimmigration.gov.zm or by phone at +260 211 428 800 Monday through Friday from 8:00 to 17:00. Internal restrictions: The Government of Botswana will likely announce a nationwide lockdown soon.(US Embassy, 30.03.2020)"
Brazil,BRA,-53.089656,-10.772064,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://br.usembassy.gov/covid-19-information/ International SOS,"Effective 30 March, all foreign travelers are banned entry into Brazil for the next 30 days. This does not apply to: - Nationals of Brazil; - Passengers who reside in Brazil; - Foreign professionals in a mission in the service of an international body, provided that it is duly identified; - Foreign employee accredited to the Brazilian Government; - Immediate family member of a national of Brazil; - Passengers with an authorization issued by Brazilian Government; - Passengers with a National Migration Registry. Exceptionally, foreigners who are in one of the land border countries and need to cross to Brazil to board a repatriation flight may enter Brazil with authorization from Federal Police, provided that the traveler goes directly to the airport, ticket in hand, and authorized by the respective embassy or consulate of both countries. The northern Brazil-Venezuela border will be closed beginning on 18 March; only humanitarian and cargo trucks are permitted to cross the border. As of 19 March, all land borders with neighbouring countries of Brazil are closed. These countries include: Argentina, Bolivia, Colombia, Guyana, French Guyana, Paraguay, Peru, Suriname and Venezuela for at least 15 days. On 22 March, the land border with Uruguay was announced closed for at least 30 days. Brazilian nationals and residents are exempt from entry restrictions, as well as humanitarian aid and cargo trucks. On 27 March, the government extended land border closures for 15 days."
Canada,CAN,-102.46617,58.040219,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://ca.usembassy.gov/covid-19-information-canada/,"Effective 30 March, mandatory health screening is required for all flights departing Canada. 1. Passengers who have been outside of Canada or USA in the past 14 days, are not allowed to enter Canada. - This does not apply to nationals of Canada. - This does not apply to immediate family members of nationals of Canada, which include: a. the spouse or common-law partner of the person; b. a dependent child of the person or of the person's spouse or common-law partner; c. a dependent child of a dependent child referred to in paragraph b; d. the parent or step-parent of the person or of the person's spouse or common-law partner; or e. the guardian or tutor of the person. (membre de la famille immediate). - This does not apply to permanent residents of Canada and their immediate family members. - This does not apply to diplomats. - This does not apply to airline crew. - This does not apply to the following passengers: a. Person registered as an Indian under the Indian Act; b. Person authorized in writing by a consular officer of the government of Canada to come to Canada to reunite with immediate family members; c. Person who is exempt from the requirements to obtain a temporary resident visa under paragraph 190 (2)(a) of the Immigration and Refugee Protection Regulations, and their immediate family members; d. Person who enters Canada at the invitation of the Minister of Health for the purpose of assisting in the COVID-19 response; e. Person who arrives by means of an aircraft operated by Canadian Forces or the Department of National Defence; f. Member of the Canadian Forces or a visiting force, as defined in section 2 of the Visiting Forces Act, and their immediate family members; g. Protected person, under section 95 (2) of the Immigration and Refugee Protection Act; h. French citizen who resides in Saint-Pierre-et-Miquelon who has not been outside Saint-Pierre-et-Miquelon / Canada / U.S. in the last 14 days; i. Person or class of persons that the Chief Public Health Officer, appointed under subsection 6 (1) of the Public Health Agency of Canada Act, determines does not pose a risk of significant harm to public health or who will provide an essential service while in Canada; j. Person whom the Minister of Foreign Affairs, the Minister of Citizenship and Immigration or the Minister of Public Safety and Emergency Preparedness determines their presence is in the national interest. 2. Passengers with Coronavirus (COVID-19) symptoms are not allowed to travel to Canada until: - they have waited for a period of 14 days; or - they can present a medical certificate that confirms the patient is free from the Coronavirus (COVID-19). 3. Passengers who have been refused boarding in the past 14 days due to a medical reason related to Coronavirus (COVID-19) are not allowed to enter. 4. Passengers are required to self-isolate for a period of 14 days upon arrival at their final destination in Canada. 5. Passengers who were in the cruise ship 'Diamond Princess' are subject to a mandatory 14-day isolation at a quarantine facility upon arrival in Canada."
Chile,CHL,-71.21981,-35.226443,2020-03-30,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.iata.org/contentassets/5a869d79ea2d4751a567a902d84cbae8/chile-ncov-measures.pdf https://cl.usembassy.gov/covid-19-information/,"Nationwide curfew as of 22 March from 22:00 to 05:00 of 23 March. Mandatory quarantine in Puerto Williams with exemption of cargo operations. Crew is subject to sanitary controls. In Estrecho de Magallenes and Archipiélago de Chiloé sanitary control is heightened, cargo ops allowed. Mandatory quarantine for all citizens or foreigners with Chilean residency. Inbound Restrictions: 1. Passengers are not allowed to enter Chile. This does not apply to: - Nationals of Chile; - Residents of Chile; - Passengers bringing humanitarian help; - Passengers with a diplomatic visa; - Passengers with an official ID issued by the Ministry of Foreign Affairs of Chile; - Passengers with a safe-conduct. 2. Nationals and residents of Chile arriving from Argentina, Bolivia, China (People's Rep.), France, Germany, Iran, Italy, Japan, Korea (Rep.), Peru or Spain will be quarantined for 14 days. 3. Nationals of New Zealand are not allowed to transit Chile. - This does not apply if the passenger resides in Chile. Outbound Restrictions There are currently no known restrictions on individuals seeking to depart the country. Conditions and internal restrictions: No airlines have announced reductions in flights to Chile. Internal restrictions: “President Sebastián Piñera announced a 90-day “state of catastrophe” to confront the growing outbreak in Chile, which came into effect on 19 March. The move gives the government extraordinary powers to restrict freedom of movement and assure food supply and basic services. The military is permitted to intervene and uphold order when necessary.” As of 27 March, seven provinces in the country are under lockdown for one week."
Costa Rica,CRI,-84.193641,9.974905,2020-03-30,https://www.iata.org/contentassets/0a13a1c43c1a4e23b4fe3d5fe63b1d9b/costa-rica-ncov-measures.pdf https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://cr.usembassy.gov/covid-19-information/,"Effective 19 March 2020 to 13 April: 1. Passengers are not allowed to enter Costa Rica. - This does not apply to nationals of Costa Rica. - This does not apply to passengers who reside in Costa Rica. 2. Nationals and residents of Costa Rica will be required to be in isolation for a period of 14 days upon returning from abroad. Travellers will still be allowed to transit through Costa Rica’s airports while new restrictions are in effect. There are currently no known restrictions on individuals seeking to depart the country. Airport Entry / Exit: Enhanced screening measures at ports of entry, especially for travellers who have visited China, Iran, Italy and South Korea. Internal restrictions: On 28 March, curfew for vehicles in place from 20.00 to 05.00 during the weekends and from 22.00 to 05.00 on weekdays, drivers that don’t comply will be fined. All non-essential business must close at 20.00."
Cyprus,CYP,33.221964,35.05631,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://cy.usembassy.gov/covid-19-information/,"1. As of March 13 for 15 days passengers are not allowed to enter Cyprus. - This does not apply to nationals of Cyprus and passengers who reside in Cyprus. - This does not apply to passengers who are in a diplomatic mission. - This does not apply to passengers with a special authorization issued by the competent ministry of Cyprus. - This does not apply to passengers attending educational institutions in Cyprus. 2. Nationals and residents of Cyprus must have a certificate of health stating they are free from COVID-19 issued within a maximum of 4 days before departure. They will be quarantined for 14 days. 3. Passengers who are in a diplomatic mission must have a certificate of health stating they are free from COVID-19 issued within a maximum of 4 days before departure. They will be quarantined for 14 days. 4. Passengers who have a special authorization issued by the competent ministry of Cyprus or are attending educational institutions in Cyprus, must have a certificate of health stating they are free from COVID-19 issued within a maximum of 4 days before departure. They will be quarantined for 14 days. Internal restrictions: Cyprus imposed a curfew on Monday 30 March to contain the spread of coronavirus, extending a broad lockdown introduced two weeks ago after a weekend spike in recorded cases. From March 31, people with only some exceptions are banned from leaving their homes after 2100 local (1800 GMT) until 0600 the following morning, the health ministry said. (Reuters, 30.03.2020)"
Czechia,CZE,15.331513,49.73914,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://cz.usembassy.gov/covid-19-information/,"Passengers are not allowed to enter Czechia. - This does not apply to nationals of Czechia. - This does not apply to passengers with a Czech residence permit for stay over 90 days or for permanent stay. - This does not apply to passengers with a Czech long-stay visa (not including visa stickers with a national comment D/VR/XX). - This does not apply to passengers with the European Health Insurance Card issued by Czechia. - This does not apply to passengers with diplomatic and service passports issued by Czechia. - This does not apply to passengers who are minors younger than 18, if their parent is a citizen of Czechia; and a parent of a minor younger than 18 if this minor is a citizen of Czechia. - This does not apply to members of the mission under the Vienna Convention on Diplomatic Relations and members of the consular posts under the Vienna Convention on Consular Relations accredited in Czechia, and officials of international organizations based in Czechia registered with Ministry of the Foreign Affairs of Czechia, including their family members. - This does not apply to passengers who are nationals of another EU Member State, Iceland, Liechtenstein, Norway, Switzerland or United Kingdom, who are spouses of Czechia nationals and who present a marriage certificate or its copy. - This does not apply to passengers who are nationals of another EU Member State, Iceland, Liechtenstein, Norway, Switzerland or United Kingdom, with an official confirmation by an embassy of their home state or by an embassy of Czechia confirming acceptance to a flight for the purpose of repatriation to their home state and an organized transfer or their intention to transfer from the territory of Czechia to their home state. Internal restrictions: The Czech government is extending measures that limit people's movement by another 10 days to April 11 to help curb the coronavirus outbreak. Under the measure, travel to work or to visit family is allowed. (Reuters, 30.03.2020)"
Egypt,EGY,29.776611,26.5826,2020-03-30,https://www.iata.org/contentassets/a15a7ec53a5545529c48abacc66d8488/egypt-ncov-measures.pdf https://eg.usembassy.gov/u-s-citizen-services/covid-19-information/ https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm International SOS,"Flights to Egypt are suspended. Passengers are not allowed to enter Egypt until 15 April. Cargo flights and domestic flights are unaffected. Flights allowing tourists to return to their countries have been allowed to continue. - This does not apply to humanitarian, repatriation and United Nations flights with a pre-authorization from the Egyptian Civil Aviation Authority. People who have been in Bahrain, China (Hong Kong and Macao SARs), France, Germany, Iran, Iraq, Italy, Japan, South Korea, Kuwait, Malaysia, Singapore, Switzerland, Spain, Thailand, or Vietnam will be screened upon arrival, and followed up with for a period of 14 days. Internal restrictions: A night-time curfew is in place from 19.00 until 06.00 (local time) from 25 March until at least 8 April. All public transport will be closed during the curfew."
Guam,GUM,144.702964,13.35781,2020-03-30,https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm,"Passengers who have been in a country with confirmed COVID-19 cases for more than one week and do not hold a document recognized and certified by DPHSS (Guam Department of Social Health and Services), which confirms they are not infected with COVID-19, are not allowed to enter. The date of the test must be not more than 72 hours before the date of arrival. Passengers who enter Guam without proper documentation will be quarantined. - This does not apply to residents of Guam. Effective 31 march 2020: Passengers will be quarantined for a period of 14 days upon arrival. - This does not apply to passengers with a healthcare recognized and certified document which confirms that they are not infected with COVID-19 within the last 72 hours. Internal restrictions: Non-essential government offices, businesses and services are closed. Schools, public parks and beaches are closed. All public gatherings are prohibited. These restrictions are in place until at least 13 April."
Indonesia,IDN,113.914701,-0.989601,2020-03-30,https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm https://id.usembassy.gov/u-s-citizen-services/covid-19-information/ International SOS,"1. All visa exemptions and visa on arrival to foreign passengers are suspended till 20 April 2020. 2. Passengers and airline crew who have been in France, Germany, Iran, Italy, Spain, Switzerland, United Kingdom or Vatican City (Holy See) in the past 14 days are not allowed to transit or enter Indonesia. - This does not apply to nationals of Indonesia. 3. Passengers with a Permanent Staying Permit (KITAP) or a Temporary Staying Permit (KITAS) are only allowed to enter Indonesia if they have a valid health certification issued by local health authorities in English stating they are fit for travel and free from respiratory disease. The certification must have been issued at latest 7 days prior to departure. 4. Passengers and airline crew who have been in China (People's Rep.) or Daegu and Gyeongsangbuk-do Province in Korea (Rep.) in the past 14 days are not allowed to transit or enter Indonesia. - This does not apply to nationals of Indonesia. - This does not apply to residents of Indonesia. - This does not apply to the following passengers: a. passengers with a visa issued by Indonesian Embassy; or b. passengers with an Indonesian Permanent Residence Card; or c. passengers with APEC Business Travel Card (ABTC) coming from China (People's Rep.) if they can show valid Certificate of Health free from Covid-19 from their local health authorities. Health certificate must be in English; or d. passengers with Diplomatic Residence Permit and Official Residence Permit from China (People's Rep.), Italy, Iran and Korea (Rep.) if they can show valid Certificate of Health free from Covid-19 from their local health authorities. The health certificate must be in English; or e. passengers with expired Diplomatic Residence Permit and Official Residence Permit from China (People's Rep.), Italy, Iran and Korea (Rep.) if they can show valid Diplomat ID card or valid Identity card as employee of Foreign Representative working in Indonesia which issue by Indonesian Ministry of Foreign Affairs. They must also have valid Certificate of Health free from Covid-19 from their local health authorities. The health certificate must be in English. Internal restrictions: On 20 March, the Jakarta governor declared a state of emergency for two weeks and urged corporations in non-essential sectors to implement work from home arrangements for their staff. The state of emergency has been extended until 19 April. Following the announcement, public transport services are limiting operations from 06.00 to 20.00 and implementing social distancing measures. Starting 23 March, all entertainment venues in Jakarta would be closed following closure of tourist attractions, schools and places of worship last week. On 26 March, the authorities announced that all access both inbound and outbound from airports and seaports in Papua will be temporarily closed until 9 April. However, they have clarified that papua is not under lockdown. Social distancing measures are in place, and entertainment venues and places of worship are closed. Places such as markets and shops are closed or have limited operation time from 06.00 to 14.00. The authorities have urged people to remain at home unless journey is deemed essential. On 26 March, West Manggarai administration closed Komodo Airport and Labuan Bajo Port in East Nusa Tenggara from 28 March to 5 April. The authorities have clarified that it is not a lockdown as flights carrying supplies are still allowed entry. On 26 March, the West Java administration announced that a lockdown is under consideration. More details will be announced in the coming days. Schools are closed for two weeks from 16 March."
