region_type,region,state,country,percent_yoy_change,date
states,Washington,,United States,-25,2020-03-02
states,Washington,,United States,-21,2020-03-03
states,Washington,,United States,-17,2020-03-04
states,Washington,,United States,-22,2020-03-05
states,Washington,,United States,-24,2020-03-06
states,Washington,,United States,-27,2020-03-07
states,Washington,,United States,-22,2020-03-08
states,Washington,,United States,-30,2020-03-09
states,Washington,,United States,-38,2020-03-10
states,Washington,,United States,-41,2020-03-11
states,Washington,,United States,-45,2020-03-12
states,Washington,,United States,-53,2020-03-13
states,Washington,,United States,-54,2020-03-14
states,Washington,,United States,-57,2020-03-15
states,Washington,,United States,-70,2020-03-16
states,Washington,,United States,-100,2020-03-17
states,Washington,,United States,-100,2020-03-18
states,Washington,,United States,-100,2020-03-19
states,Washington,,United States,-100,2020-03-20
states,Washington,,United States,-100,2020-03-21
states,Washington,,United States,-100,2020-03-22
states,Washington,,United States,-100,2020-03-23
states,Washington,,United States,-100,2020-03-24
states,Washington,,United States,-100,2020-03-25
states,Washington,,United States,-100,2020-03-26
states,Washington,,United States,-100,2020-03-27
states,Washington,,United States,-100,2020-03-28
states,Washington,,United States,-100,2020-03-29
states,Washington,,United States,-100,2020-03-30
states,Wisconsin,,United States,3,2020-02-18
states,Wisconsin,,United States,21,2020-02-19
states,Wisconsin,,United States,-1,2020-02-20
states,Wisconsin,,United States,-3,2020-02-21
states,Wisconsin,,United States,14,2020-02-22
states,Wisconsin,,United States,25,2020-02-23
states,Wisconsin,,United States,0,2020-02-24
states,Wisconsin,,United States,9,2020-02-25
states,Wisconsin,,United States,-4,2020-02-26
states,Wisconsin,,United States,-1,2020-02-27
states,Wisconsin,,United States,9,2020-02-28
states,Wisconsin,,United States,3,2020-02-29
states,Wisconsin,,United States,5,2020-03-01
states,Wisconsin,,United States,8,2020-03-02
states,Wisconsin,,United States,9,2020-03-03
states,Wisconsin,,United States,12,2020-03-04
states,Wisconsin,,United States,-7,2020-03-05
states,Wisconsin,,United States,-7,2020-03-06
states,Wisconsin,,United States,-6,2020-03-07
states,Wisconsin,,United States,15,2020-03-08
states,Wisconsin,,United States,-10,2020-03-09
states,Wisconsin,,United States,1,2020-03-10
states,Wisconsin,,United States,0,2020-03-11
states,Wisconsin,,United States,-14,2020-03-12
states,Wisconsin,,United States,-26,2020-03-13
states,Wisconsin,,United States,-39,2020-03-14
states,Wisconsin,,United States,-47,2020-03-15
states,Wisconsin,,United States,-67,2020-03-16
states,Wisconsin,,United States,-96,2020-03-17
states,Wisconsin,,United States,-100,2020-03-18
states,Wisconsin,,United States,-100,2020-03-19
states,Wisconsin,,United States,-100,2020-03-20
states,Wisconsin,,United States,-100,2020-03-21
states,Wisconsin,,United States,-100,2020-03-22
states,Wisconsin,,United States,-100,2020-03-23
states,Wisconsin,,United States,-100,2020-03-24
states,Wisconsin,,United States,-100,2020-03-25
states,Wisconsin,,United States,-100,2020-03-26
states,Wisconsin,,United States,-100,2020-03-27
states,Wisconsin,,United States,-100,2020-03-28
states,Wisconsin,,United States,-100,2020-03-29
states,Wisconsin,,United States,-100,2020-03-30
cities,Atlanta,Georgia,United States,6,2020-02-18
cities,Atlanta,Georgia,United States,9,2020-02-19
cities,Atlanta,Georgia,United States,-5,2020-02-20
cities,Atlanta,Georgia,United States,-5,2020-02-21
cities,Atlanta,Georgia,United States,-3,2020-02-22
cities,Atlanta,Georgia,United States,-7,2020-02-23
cities,Atlanta,Georgia,United States,-6,2020-02-24
cities,Atlanta,Georgia,United States,1,2020-02-25
cities,Atlanta,Georgia,United States,-3,2020-02-26
cities,Atlanta,Georgia,United States,-4,2020-02-27
cities,Atlanta,Georgia,United States,7,2020-02-28
cities,Atlanta,Georgia,United States,1,2020-02-29
cities,Atlanta,Georgia,United States,8,2020-03-01
cities,Atlanta,Georgia,United States,-17,2020-03-02
cities,Atlanta,Georgia,United States,-21,2020-03-03
cities,Atlanta,Georgia,United States,-11,2020-03-04
cities,Atlanta,Georgia,United States,-9,2020-03-05
cities,Atlanta,Georgia,United States,-2,2020-03-06
cities,Atlanta,Georgia,United States,1,2020-03-07
cities,Atlanta,Georgia,United States,13,2020-03-08
cities,Atlanta,Georgia,United States,1,2020-03-09
cities,Atlanta,Georgia,United States,-14,2020-03-10
cities,Atlanta,Georgia,United States,-14,2020-03-11
cities,Atlanta,Georgia,United States,-26,2020-03-12
cities,Atlanta,Georgia,United States,-35,2020-03-13
cities,Atlanta,Georgia,United States,-34,2020-03-14
cities,Atlanta,Georgia,United States,-44,2020-03-15
cities,Atlanta,Georgia,United States,-78,2020-03-16
cities,Atlanta,Georgia,United States,-93,2020-03-17
cities,Atlanta,Georgia,United States,-96,2020-03-18
cities,Atlanta,Georgia,United States,-97,2020-03-19
cities,Atlanta,Georgia,United States,-99,2020-03-20
cities,Atlanta,Georgia,United States,-100,2020-03-21
cities,Atlanta,Georgia,United States,-100,2020-03-22
cities,Atlanta,Georgia,United States,-100,2020-03-23
cities,Atlanta,Georgia,United States,-100,2020-03-24
cities,Atlanta,Georgia,United States,-100,2020-03-25
cities,Atlanta,Georgia,United States,-100,2020-03-26
cities,Atlanta,Georgia,United States,-100,2020-03-27
cities,Atlanta,Georgia,United States,-100,2020-03-28
cities,Atlanta,Georgia,United States,-100,2020-03-29
cities,Atlanta,Georgia,United States,-100,2020-03-30
cities,Austin,Texas,United States,0,2020-02-18
cities,Austin,Texas,United States,-6,2020-02-19
cities,Austin,Texas,United States,2,2020-02-20
cities,Austin,Texas,United States,3,2020-02-21
cities,Austin,Texas,United States,2,2020-02-22
cities,Austin,Texas,United States,5,2020-02-23
cities,Austin,Texas,United States,3,2020-02-24
cities,Austin,Texas,United States,5,2020-02-25
cities,Austin,Texas,United States,-3,2020-02-26
cities,Austin,Texas,United States,0,2020-02-27
cities,Austin,Texas,United States,8,2020-02-28
cities,Austin,Texas,United States,9,2020-02-29
cities,Austin,Texas,United States,2,2020-03-01
cities,Austin,Texas,United States,0,2020-03-02
cities,Austin,Texas,United States,-8,2020-03-03
cities,Austin,Texas,United States,-11,2020-03-04
cities,Austin,Texas,United States,-6,2020-03-05
cities,Austin,Texas,United States,0,2020-03-06
cities,Austin,Texas,United States,-13,2020-03-07
cities,Austin,Texas,United States,-23,2020-03-08
cities,Austin,Texas,United States,-41,2020-03-09
cities,Austin,Texas,United States,-31,2020-03-10
cities,Austin,Texas,United States,-30,2020-03-11
cities,Austin,Texas,United States,-27,2020-03-12
cities,Austin,Texas,United States,-35,2020-03-13
cities,Austin,Texas,United States,-36,2020-03-14
cities,Austin,Texas,United States,-54,2020-03-15
cities,Austin,Texas,United States,-71,2020-03-16
cities,Austin,Texas,United States,-99,2020-03-17
cities,Austin,Texas,United States,-100,2020-03-18
cities,Austin,Texas,United States,-100,2020-03-19
cities,Austin,Texas,United States,-100,2020-03-20
cities,Austin,Texas,United States,-100,2020-03-21
cities,Austin,Texas,United States,-100,2020-03-22
cities,Austin,Texas,United States,-100,2020-03-23
cities,Austin,Texas,United States,-100,2020-03-24
cities,Austin,Texas,United States,-99,2020-03-25
cities,Austin,Texas,United States,-100,2020-03-26
cities,Austin,Texas,United States,-100,2020-03-27
cities,Austin,Texas,United States,-100,2020-03-28
cities,Austin,Texas,United States,-100,2020-03-29
cities,Austin,Texas,United States,-100,2020-03-30
cities,Baltimore,Maryland,United States,10,2020-02-18
cities,Baltimore,Maryland,United States,42,2020-02-19
cities,Baltimore,Maryland,United States,12,2020-02-20
cities,Baltimore,Maryland,United States,-9,2020-02-21
cities,Baltimore,Maryland,United States,12,2020-02-22
cities,Baltimore,Maryland,United States,16,2020-02-23
cities,Baltimore,Maryland,United States,20,2020-02-24
cities,Baltimore,Maryland,United States,9,2020-02-25
cities,Baltimore,Maryland,United States,-4,2020-02-26
cities,Baltimore,Maryland,United States,-1,2020-02-27
cities,Baltimore,Maryland,United States,14,2020-02-28
cities,Baltimore,Maryland,United States,4,2020-02-29
cities,Baltimore,Maryland,United States,16,2020-03-01
cities,Baltimore,Maryland,United States,-19,2020-03-02
cities,Baltimore,Maryland,United States,-5,2020-03-03
cities,Baltimore,Maryland,United States,23,2020-03-04
cities,Baltimore,Maryland,United States,8,2020-03-05
cities,Baltimore,Maryland,United States,8,2020-03-06
cities,Baltimore,Maryland,United States,14,2020-03-07
cities,Baltimore,Maryland,United States,-4,2020-03-08
cities,Baltimore,Maryland,United States,-17,2020-03-09
cities,Baltimore,Maryland,United States,-34,2020-03-10
cities,Baltimore,Maryland,United States,-22,2020-03-11
cities,Baltimore,Maryland,United States,-30,2020-03-12
cities,Baltimore,Maryland,United States,-30,2020-03-13
cities,Baltimore,Maryland,United States,-39,2020-03-14
cities,Baltimore,Maryland,United States,-48,2020-03-15
cities,Baltimore,Maryland,United States,-75,2020-03-16
cities,Baltimore,Maryland,United States,-100,2020-03-17
cities,Baltimore,Maryland,United States,-100,2020-03-18
cities,Baltimore,Maryland,United States,-100,2020-03-19
cities,Baltimore,Maryland,United States,-100,2020-03-20
cities,Baltimore,Maryland,United States,-100,2020-03-21
cities,Baltimore,Maryland,United States,-100,2020-03-22
cities,Baltimore,Maryland,United States,-100,2020-03-23
cities,Baltimore,Maryland,United States,-100,2020-03-24
cities,Baltimore,Maryland,United States,-100,2020-03-25
cities,Baltimore,Maryland,United States,-100,2020-03-26
cities,Baltimore,Maryland,United States,-100,2020-03-27
cities,Baltimore,Maryland,United States,-100,2020-03-28
cities,Baltimore,Maryland,United States,-100,2020-03-29
cities,Baltimore,Maryland,United States,-100,2020-03-30
cities,Boston,Massachusetts,United States,5,2020-02-18
cities,Boston,Massachusetts,United States,15,2020-02-19
cities,Boston,Massachusetts,United States,-3,2020-02-20
cities,Boston,Massachusetts,United States,-12,2020-02-21
cities,Boston,Massachusetts,United States,-2,2020-02-22
cities,Boston,Massachusetts,United States,14,2020-02-23
cities,Boston,Massachusetts,United States,5,2020-02-24
cities,Boston,Massachusetts,United States,3,2020-02-25
cities,Boston,Massachusetts,United States,1,2020-02-26
cities,Boston,Massachusetts,United States,12,2020-02-27
cities,Boston,Massachusetts,United States,1,2020-02-28
cities,Boston,Massachusetts,United States,22,2020-02-29
cities,Boston,Massachusetts,United States,1,2020-03-01
cities,Boston,Massachusetts,United States,1,2020-03-02
cities,Boston,Massachusetts,United States,-10,2020-03-03
cities,Boston,Massachusetts,United States,-4,2020-03-04
cities,Boston,Massachusetts,United States,11,2020-03-05
cities,Boston,Massachusetts,United States,7,2020-03-06
cities,Boston,Massachusetts,United States,-1,2020-03-07
cities,Boston,Massachusetts,United States,10,2020-03-08
cities,Boston,Massachusetts,United States,-14,2020-03-09
cities,Boston,Massachusetts,United States,-29,2020-03-10
cities,Boston,Massachusetts,United States,-30,2020-03-11
cities,Boston,Massachusetts,United States,-47,2020-03-12
cities,Boston,Massachusetts,United States,-56,2020-03-13
cities,Boston,Massachusetts,United States,-64,2020-03-14
cities,Boston,Massachusetts,United States,-70,2020-03-15
cities,Boston,Massachusetts,United States,-81,2020-03-16
cities,Boston,Massachusetts,United States,-100,2020-03-17
cities,Boston,Massachusetts,United States,-100,2020-03-18
cities,Boston,Massachusetts,United States,-100,2020-03-19
cities,Boston,Massachusetts,United States,-100,2020-03-20
cities,Boston,Massachusetts,United States,-100,2020-03-21
cities,Boston,Massachusetts,United States,-100,2020-03-22
cities,Boston,Massachusetts,United States,-100,2020-03-23
cities,Boston,Massachusetts,United States,-100,2020-03-24
cities,Boston,Massachusetts,United States,-100,2020-03-25
cities,Boston,Massachusetts,United States,-100,2020-03-26
cities,Boston,Massachusetts,United States,-100,2020-03-27
cities,Boston,Massachusetts,United States,-100,2020-03-28
cities,Boston,Massachusetts,United States,-100,2020-03-29
cities,Boston,Massachusetts,United States,-100,2020-03-30
cities,Calgary,Alberta,Canada,0,2020-02-18
cities,Calgary,Alberta,Canada,4,2020-02-19
cities,Calgary,Alberta,Canada,5,2020-02-20
cities,Calgary,Alberta,Canada,0,2020-02-21
cities,Calgary,Alberta,Canada,11,2020-02-22
cities,Calgary,Alberta,Canada,6,2020-02-23
cities,Calgary,Alberta,Canada,-4,2020-02-24
cities,Calgary,Alberta,Canada,1,2020-02-25
cities,Calgary,Alberta,Canada,-3,2020-02-26
cities,Calgary,Alberta,Canada,-4,2020-02-27
cities,Calgary,Alberta,Canada,3,2020-02-28
cities,Calgary,Alberta,Canada,4,2020-02-29
cities,Calgary,Alberta,Canada,-9,2020-03-01
cities,Calgary,Alberta,Canada,-11,2020-03-02
cities,Calgary,Alberta,Canada,-9,2020-03-03
cities,Calgary,Alberta,Canada,-4,2020-03-04
cities,Calgary,Alberta,Canada,-2,2020-03-05
cities,Calgary,Alberta,Canada,2,2020-03-06
cities,Calgary,Alberta,Canada,-10,2020-03-07
cities,Calgary,Alberta,Canada,-4,2020-03-08
cities,Calgary,Alberta,Canada,-11,2020-03-09
cities,Calgary,Alberta,Canada,-8,2020-03-10
cities,Calgary,Alberta,Canada,-7,2020-03-11
cities,Calgary,Alberta,Canada,-27,2020-03-12
cities,Calgary,Alberta,Canada,-48,2020-03-13
cities,Calgary,Alberta,Canada,-51,2020-03-14
cities,Calgary,Alberta,Canada,-54,2020-03-15
cities,Calgary,Alberta,Canada,-73,2020-03-16
cities,Calgary,Alberta,Canada,-96,2020-03-17
cities,Calgary,Alberta,Canada,-99,2020-03-18
cities,Calgary,Alberta,Canada,-99,2020-03-19
cities,Calgary,Alberta,Canada,-99,2020-03-20
cities,Calgary,Alberta,Canada,-100,2020-03-21
cities,Calgary,Alberta,Canada,-100,2020-03-22
cities,Calgary,Alberta,Canada,-100,2020-03-23
cities,Calgary,Alberta,Canada,-100,2020-03-24
cities,Calgary,Alberta,Canada,-100,2020-03-25
cities,Calgary,Alberta,Canada,-100,2020-03-26
cities,Calgary,Alberta,Canada,-100,2020-03-27
cities,Calgary,Alberta,Canada,-100,2020-03-28
cities,Calgary,Alberta,Canada,-100,2020-03-29
cities,Calgary,Alberta,Canada,-100,2020-03-30
cities,Charlotte,North Carolina,United States,1,2020-02-18
cities,Charlotte,North Carolina,United States,-3,2020-02-19
cities,Charlotte,North Carolina,United States,-27,2020-02-20
cities,Charlotte,North Carolina,United States,-1,2020-02-21
cities,Charlotte,North Carolina,United States,0,2020-02-22
cities,Charlotte,North Carolina,United States,-11,2020-02-23
cities,Charlotte,North Carolina,United States,-6,2020-02-24
cities,Charlotte,North Carolina,United States,5,2020-02-25
cities,Charlotte,North Carolina,United States,-3,2020-02-26
cities,Charlotte,North Carolina,United States,4,2020-02-27
cities,Charlotte,North Carolina,United States,13,2020-02-28
cities,Charlotte,North Carolina,United States,0,2020-02-29
cities,Charlotte,North Carolina,United States,6,2020-03-01
cities,Charlotte,North Carolina,United States,-2,2020-03-02
cities,Charlotte,North Carolina,United States,-8,2020-03-03
cities,Charlotte,North Carolina,United States,-1,2020-03-04
cities,Charlotte,North Carolina,United States,-7,2020-03-05
cities,Charlotte,North Carolina,United States,4,2020-03-06
cities,Charlotte,North Carolina,United States,-5,2020-03-07
cities,Charlotte,North Carolina,United States,-10,2020-03-08
cities,Charlotte,North Carolina,United States,-8,2020-03-09
cities,Charlotte,North Carolina,United States,-12,2020-03-10
cities,Charlotte,North Carolina,United States,-18,2020-03-11
cities,Charlotte,North Carolina,United States,-30,2020-03-12
cities,Charlotte,North Carolina,United States,-35,2020-03-13
cities,Charlotte,North Carolina,United States,-34,2020-03-14
cities,Charlotte,North Carolina,United States,-36,2020-03-15
cities,Charlotte,North Carolina,United States,-68,2020-03-16
cities,Charlotte,North Carolina,United States,-97,2020-03-17
cities,Charlotte,North Carolina,United States,-100,2020-03-18
cities,Charlotte,North Carolina,United States,-100,2020-03-19
cities,Charlotte,North Carolina,United States,-100,2020-03-20
cities,Charlotte,North Carolina,United States,-100,2020-03-21
cities,Charlotte,North Carolina,United States,-100,2020-03-22
cities,Charlotte,North Carolina,United States,-100,2020-03-23
cities,Charlotte,North Carolina,United States,-100,2020-03-24
cities,Charlotte,North Carolina,United States,-100,2020-03-25
cities,Charlotte,North Carolina,United States,-100,2020-03-26
cities,Charlotte,North Carolina,United States,-100,2020-03-27
cities,Charlotte,North Carolina,United States,-100,2020-03-28
cities,Charlotte,North Carolina,United States,-100,2020-03-29
cities,Charlotte,North Carolina,United States,-100,2020-03-30
cities,Chicago,Illinois,United States,-7,2020-02-18
cities,Chicago,Illinois,United States,-3,2020-02-19
cities,Chicago,Illinois,United States,-5,2020-02-20
cities,Chicago,Illinois,United States,-4,2020-02-21
cities,Chicago,Illinois,United States,7,2020-02-22
cities,Chicago,Illinois,United States,11,2020-02-23
cities,Chicago,Illinois,United States,-6,2020-02-24
cities,Chicago,Illinois,United States,-16,2020-02-25
cities,Chicago,Illinois,United States,-15,2020-02-26
cities,Chicago,Illinois,United States,-8,2020-02-27
cities,Chicago,Illinois,United States,-8,2020-02-28
cities,Chicago,Illinois,United States,-3,2020-02-29
cities,Chicago,Illinois,United States,1,2020-03-01
cities,Chicago,Illinois,United States,-21,2020-03-02
cities,Chicago,Illinois,United States,-16,2020-03-03
cities,Chicago,Illinois,United States,-10,2020-03-04
cities,Chicago,Illinois,United States,-11,2020-03-05
cities,Chicago,Illinois,United States,-8,2020-03-06
cities,Chicago,Illinois,United States,4,2020-03-07
cities,Chicago,Illinois,United States,13,2020-03-08
cities,Chicago,Illinois,United States,-25,2020-03-09
cities,Chicago,Illinois,United States,-23,2020-03-10
cities,Chicago,Illinois,United States,-27,2020-03-11
cities,Chicago,Illinois,United States,-31,2020-03-12
cities,Chicago,Illinois,United States,-37,2020-03-13
cities,Chicago,Illinois,United States,-49,2020-03-14
cities,Chicago,Illinois,United States,-53,2020-03-15
cities,Chicago,Illinois,United States,-75,2020-03-16
cities,Chicago,Illinois,United States,-100,2020-03-17
cities,Chicago,Illinois,United States,-100,2020-03-18
cities,Chicago,Illinois,United States,-100,2020-03-19
cities,Chicago,Illinois,United States,-100,2020-03-20
cities,Chicago,Illinois,United States,-100,2020-03-21
cities,Chicago,Illinois,United States,-100,2020-03-22
cities,Chicago,Illinois,United States,-100,2020-03-23
cities,Chicago,Illinois,United States,-100,2020-03-24
cities,Chicago,Illinois,United States,-100,2020-03-25
cities,Chicago,Illinois,United States,-100,2020-03-26
cities,Chicago,Illinois,United States,-100,2020-03-27
cities,Chicago,Illinois,United States,-100,2020-03-28
cities,Chicago,Illinois,United States,-100,2020-03-29
cities,Chicago,Illinois,United States,-100,2020-03-30
cities,Cincinnati,Ohio,United States,7,2020-02-18
cities,Cincinnati,Ohio,United States,1,2020-02-19
cities,Cincinnati,Ohio,United States,-6,2020-02-20
cities,Cincinnati,Ohio,United States,-6,2020-02-21
cities,Cincinnati,Ohio,United States,-8,2020-02-22
cities,Cincinnati,Ohio,United States,-12,2020-02-23
cities,Cincinnati,Ohio,United States,-8,2020-02-24
cities,Cincinnati,Ohio,United States,-7,2020-02-25
cities,Cincinnati,Ohio,United States,-33,2020-02-26
cities,Cincinnati,Ohio,United States,-15,2020-02-27
cities,Cincinnati,Ohio,United States,-16,2020-02-28
cities,Cincinnati,Ohio,United States,-11,2020-02-29
cities,Cincinnati,Ohio,United States,4,2020-03-01
cities,Cincinnati,Ohio,United States,-5,2020-03-02
cities,Cincinnati,Ohio,United States,-16,2020-03-03
cities,Cincinnati,Ohio,United States,-9,2020-03-04
cities,Cincinnati,Ohio,United States,-6,2020-03-05
cities,Cincinnati,Ohio,United States,-21,2020-03-06
cities,Cincinnati,Ohio,United States,-14,2020-03-07
cities,Cincinnati,Ohio,United States,-23,2020-03-08
cities,Cincinnati,Ohio,United States,-18,2020-03-09
cities,Cincinnati,Ohio,United States,-13,2020-03-10
cities,Cincinnati,Ohio,United States,-20,2020-03-11
cities,Cincinnati,Ohio,United States,-19,2020-03-12
cities,Cincinnati,Ohio,United States,-37,2020-03-13
cities,Cincinnati,Ohio,United States,-52,2020-03-14
cities,Cincinnati,Ohio,United States,-53,2020-03-15
cities,Cincinnati,Ohio,United States,-100,2020-03-16
cities,Cincinnati,Ohio,United States,-100,2020-03-17
cities,Cincinnati,Ohio,United States,-100,2020-03-18
cities,Cincinnati,Ohio,United States,-100,2020-03-19
cities,Cincinnati,Ohio,United States,-100,2020-03-20
cities,Cincinnati,Ohio,United States,-100,2020-03-21
cities,Cincinnati,Ohio,United States,-100,2020-03-22
cities,Cincinnati,Ohio,United States,-100,2020-03-23
cities,Cincinnati,Ohio,United States,-100,2020-03-24
cities,Cincinnati,Ohio,United States,-100,2020-03-25
cities,Cincinnati,Ohio,United States,-100,2020-03-26
cities,Cincinnati,Ohio,United States,-100,2020-03-27
cities,Cincinnati,Ohio,United States,-100,2020-03-28
cities,Cincinnati,Ohio,United States,-100,2020-03-29
cities,Cincinnati,Ohio,United States,-100,2020-03-30
cities,Ciudad de México,Mexico City,Mexico,-8,2020-02-18
cities,Ciudad de México,Mexico City,Mexico,-9,2020-02-19
cities,Ciudad de México,Mexico City,Mexico,-2,2020-02-20
cities,Ciudad de México,Mexico City,Mexico,-3,2020-02-21
cities,Ciudad de México,Mexico City,Mexico,0,2020-02-22
cities,Ciudad de México,Mexico City,Mexico,2,2020-02-23
cities,Ciudad de México,Mexico City,Mexico,0,2020-02-24
cities,Ciudad de México,Mexico City,Mexico,-2,2020-02-25
cities,Ciudad de México,Mexico City,Mexico,-10,2020-02-26
cities,Ciudad de México,Mexico City,Mexico,-9,2020-02-27
cities,Ciudad de México,Mexico City,Mexico,-8,2020-02-28
cities,Ciudad de México,Mexico City,Mexico,-8,2020-02-29
cities,Ciudad de México,Mexico City,Mexico,-8,2020-03-01
cities,Ciudad de México,Mexico City,Mexico,-8,2020-03-02
cities,Ciudad de México,Mexico City,Mexico,-8,2020-03-03
cities,Ciudad de México,Mexico City,Mexico,-4,2020-03-04
cities,Ciudad de México,Mexico City,Mexico,-9,2020-03-05
cities,Ciudad de México,Mexico City,Mexico,-8,2020-03-06
cities,Ciudad de México,Mexico City,Mexico,-1,2020-03-07
cities,Ciudad de México,Mexico City,Mexico,-9,2020-03-08
cities,Ciudad de México,Mexico City,Mexico,-29,2020-03-09
cities,Ciudad de México,Mexico City,Mexico,-16,2020-03-10
cities,Ciudad de México,Mexico City,Mexico,-18,2020-03-11
cities,Ciudad de México,Mexico City,Mexico,-16,2020-03-12
cities,Ciudad de México,Mexico City,Mexico,-16,2020-03-13
cities,Ciudad de México,Mexico City,Mexico,-20,2020-03-14
cities,Ciudad de México,Mexico City,Mexico,-38,2020-03-15
cities,Ciudad de México,Mexico City,Mexico,-58,2020-03-16
cities,Ciudad de México,Mexico City,Mexico,-73,2020-03-17
cities,Ciudad de México,Mexico City,Mexico,-81,2020-03-18
cities,Ciudad de México,Mexico City,Mexico,-86,2020-03-19
cities,Ciudad de México,Mexico City,Mexico,-89,2020-03-20
cities,Ciudad de México,Mexico City,Mexico,-94,2020-03-21
cities,Ciudad de México,Mexico City,Mexico,-97,2020-03-22
cities,Ciudad de México,Mexico City,Mexico,-96,2020-03-23
cities,Ciudad de México,Mexico City,Mexico,-96,2020-03-24
cities,Ciudad de México,Mexico City,Mexico,-96,2020-03-25
cities,Ciudad de México,Mexico City,Mexico,-97,2020-03-26
cities,Ciudad de México,Mexico City,Mexico,-97,2020-03-27
cities,Ciudad de México,Mexico City,Mexico,-97,2020-03-28
cities,Ciudad de México,Mexico City,Mexico,-98,2020-03-29
cities,Ciudad de México,Mexico City,Mexico,-97,2020-03-30
cities,Columbus,Ohio,United States,-10,2020-02-18
cities,Columbus,Ohio,United States,0,2020-02-19
cities,Columbus,Ohio,United States,-3,2020-02-20
cities,Columbus,Ohio,United States,-6,2020-02-21
cities,Columbus,Ohio,United States,-8,2020-02-22
cities,Columbus,Ohio,United States,7,2020-02-23
cities,Columbus,Ohio,United States,0,2020-02-24
cities,Columbus,Ohio,United States,-17,2020-02-25
cities,Columbus,Ohio,United States,-14,2020-02-26
cities,Columbus,Ohio,United States,-15,2020-02-27
cities,Columbus,Ohio,United States,-15,2020-02-28
cities,Columbus,Ohio,United States,-15,2020-02-29
cities,Columbus,Ohio,United States,22,2020-03-01
cities,Columbus,Ohio,United States,-14,2020-03-02
cities,Columbus,Ohio,United States,-9,2020-03-03
cities,Columbus,Ohio,United States,-11,2020-03-04
cities,Columbus,Ohio,United States,-10,2020-03-05
cities,Columbus,Ohio,United States,-9,2020-03-06
cities,Columbus,Ohio,United States,-5,2020-03-07
cities,Columbus,Ohio,United States,3,2020-03-08
cities,Columbus,Ohio,United States,-26,2020-03-09
cities,Columbus,Ohio,United States,-19,2020-03-10
cities,Columbus,Ohio,United States,-19,2020-03-11
cities,Columbus,Ohio,United States,-37,2020-03-12
cities,Columbus,Ohio,United States,-38,2020-03-13
cities,Columbus,Ohio,United States,-53,2020-03-14
cities,Columbus,Ohio,United States,-49,2020-03-15
cities,Columbus,Ohio,United States,-100,2020-03-16
cities,Columbus,Ohio,United States,-100,2020-03-17
cities,Columbus,Ohio,United States,-100,2020-03-18
cities,Columbus,Ohio,United States,-100,2020-03-19
cities,Columbus,Ohio,United States,-100,2020-03-20
cities,Columbus,Ohio,United States,-100,2020-03-21
cities,Columbus,Ohio,United States,-100,2020-03-22
cities,Columbus,Ohio,United States,-100,2020-03-23
cities,Columbus,Ohio,United States,-100,2020-03-24
cities,Columbus,Ohio,United States,-100,2020-03-25
cities,Columbus,Ohio,United States,-100,2020-03-26
cities,Columbus,Ohio,United States,-100,2020-03-27
cities,Columbus,Ohio,United States,-100,2020-03-28
cities,Columbus,Ohio,United States,-100,2020-03-29
cities,Columbus,Ohio,United States,-100,2020-03-30
cities,Dallas,Texas,United States,6,2020-02-18
cities,Dallas,Texas,United States,-4,2020-02-19
cities,Dallas,Texas,United States,1,2020-02-20
cities,Dallas,Texas,United States,3,2020-02-21
cities,Dallas,Texas,United States,-3,2020-02-22
cities,Dallas,Texas,United States,-2,2020-02-23
cities,Dallas,Texas,United States,-2,2020-02-24
cities,Dallas,Texas,United States,14,2020-02-25
cities,Dallas,Texas,United States,1,2020-02-26
cities,Dallas,Texas,United States,-7,2020-02-27
cities,Dallas,Texas,United States,6,2020-02-28
cities,Dallas,Texas,United States,10,2020-02-29
cities,Dallas,Texas,United States,11,2020-03-01
cities,Dallas,Texas,United States,1,2020-03-02
cities,Dallas,Texas,United States,-6,2020-03-03
cities,Dallas,Texas,United States,-8,2020-03-04
cities,Dallas,Texas,United States,0,2020-03-05
cities,Dallas,Texas,United States,3,2020-03-06
cities,Dallas,Texas,United States,-1,2020-03-07
cities,Dallas,Texas,United States,-2,2020-03-08
cities,Dallas,Texas,United States,-15,2020-03-09
cities,Dallas,Texas,United States,-10,2020-03-10
cities,Dallas,Texas,United States,-12,2020-03-11
cities,Dallas,Texas,United States,-25,2020-03-12
cities,Dallas,Texas,United States,-35,2020-03-13
cities,Dallas,Texas,United States,-35,2020-03-14
cities,Dallas,Texas,United States,-42,2020-03-15
cities,Dallas,Texas,United States,-61,2020-03-16
cities,Dallas,Texas,United States,-100,2020-03-17
cities,Dallas,Texas,United States,-100,2020-03-18
cities,Dallas,Texas,United States,-100,2020-03-19
cities,Dallas,Texas,United States,-100,2020-03-20
cities,Dallas,Texas,United States,-100,2020-03-21
cities,Dallas,Texas,United States,-100,2020-03-22
cities,Dallas,Texas,United States,-100,2020-03-23
cities,Dallas,Texas,United States,-100,2020-03-24
cities,Dallas,Texas,United States,-100,2020-03-25
cities,Dallas,Texas,United States,-100,2020-03-26
cities,Dallas,Texas,United States,-100,2020-03-27
cities,Dallas,Texas,United States,-100,2020-03-28
cities,Dallas,Texas,United States,-100,2020-03-29
cities,Dallas,Texas,United States,-100,2020-03-30
cities,Denver,Colorado,United States,-1,2020-02-18
cities,Denver,Colorado,United States,-12,2020-02-19
